MKZ;Messstellenname;Messstellenart;Ostwert;Nordwert;Messpunkthöhe;Filteroberkante;Filteroberkante (m unter Gelände);Filterunterkante;Filterunterkante (m unter Gelände);Ausbausohle;Geländehöhe;Höhensystem;Beobachtungsbeginn;Beobachtungsende;Analysenbeginn;Analyseende;Grundwasserleiterkomplex;Datenlogger;Grundwasserkörper;Kreis;Datenart;WRRL;WRRL;GEOMETRY;X_EPSG25833;Y_EPSG25833
48520414;Stiebitz;Schachtbrunnen;457878;5669960;210.86;;;;;200.86;210.46;DHHN2016;1970;;;;Elster 2-Kaltzeit;;DESN_SP-1-1;Landkreis Bautzen;WS;J;ja;POINT (457877.999999995 5669960.00032433);457878;5669960
48522600;Großpostwitz;Quelle;462914.081;5663280.858;295;;;;;;295;HN;1929;;2006;;Auebildungen;;DESN_SP-1-1;Landkreis Bautzen;QS;J;ja;POINT (462914.538300384 5663280.85801363);462914.5383;5663280.858
48530001;Niederkotitz;Grundwasserbeobachtungsrohr;475524.35;5670635.56;186.45;179.58;7;176.58;10;175.57;186.58;DHHN2016;2021;;2021;;Elster 2-Kaltzeit;N;DESN_SP-1-2;Landkreis Bautzen;WS;J;ja;POINT (475524.35 5670635.56032457);475524.35;5670635.56
48530992;Hochkirch;Schachtbrunnen;470021.4042;5666587.049;283.03;;;;;273.52;282.12;DHHN2016;1970;;;;;;DESN_SP-1-2;Landkreis Bautzen;WS;J;ja;POINT (470022.352156013 5666586.81438087);470022.3522;5666586.814
48531208;Eiserode;Schachtbrunnen;473914.5675;5663746.086;314.96;;;;;307.65;314.3;DHHN2016;1970;;;;;;DESN_SP-1-2;Landkreis Görlitz;WS;J;ja;POINT (473915.539908487 5663745.83804505);473915.5399;5663745.838
48532414;Sornßig;Quelle;470690.246;5664377.666;313;;;;;;313;HN;1989;2009;2006;;Weichselkaltzeit (Terrassen);;DESN_SP-1-2;Landkreis Bautzen;QS;J;ja;POINT (470691.435531617 5664377.35287311);470691.4355;5664377.353
48539001;Litten, Hy Litn 2/1994;Grundwasserbeobachtungsrohr;466205.3884;5672001.535;166.79;155.49;10.21;153.59;12.11;152.2;165.7;HN;2006;;2015;;Elster 1-Kaltzeit;;DESN_SP-1-2;Landkreis Bautzen;WS;J;ja;POINT (466205.875586965 5672001.11030242);466205.8756;5672001.11
48540439;Reichenbach;Schachtbrunnen;485704.6024;5664949.725;248.66;;;;;239.91;248.01;DHHN2016;1970;;;;Elster 1-Kaltzeit;;DESN_SP-2-2;Landkreis Görlitz;WS;J;ja;POINT (485704.60237312 5664949.72516585);485704.6024;5664949.725
48540858;Glossen;Schachtbrunnen;478470;5667186;219.53;;;;;211.91;219.36;DHHN2016;1970;;;;Elster 1-Kaltzeit;;DESN_SP-1-2;Landkreis Görlitz;WS;J;ja;POINT (478469.999999998 5667186.00032356);478470;5667186
48543021;Meuselwitz;Schachtbrunnen;482730;5668745;195.95;;;;;189.95;195.55;DHHN2016;1970;;;;Elster 1-Kaltzeit;;DESN_SP-2-2;Landkreis Görlitz;WS;N;nein;POINT (482729.999999999 5668745.00032403);482730;5668745
48543022;Schöps;Schachtbrunnen;482366.8065;5667083.92;200.97;;;;;197.97;200.67;DHHN2016;1950;;;;Elster 1-Kaltzeit;;DESN_SP-2-2;Landkreis Görlitz;WS;N;nein;POINT (482366.806453819 5667083.91971807);482366.8065;5667083.92
48543045;Buchholz;Schachtbrunnen;479493.5828;5671510.367;185.51;;;;;179.91;185.06;DHHN2016;1975;;;;;;DESN_SP-1-2;Landkreis Görlitz;WS;N;nein;POINT (479494.583833424 5671510.16302563);479494.5838;5671510.163
48549002;Meuselwitz, B 21/007;Grundwasserbeobachtungsrohr;481573.0975;5668874.669;209.53;198.26;10.59;196.26;12.59;196.25;208.85;DHHN92;2007;;2007;;Elster 1-Kaltzeit;J;DESN_SP-2-2;Landkreis Görlitz;WS;J;ja;POINT (481574.119043021 5668874.45995377);481574.119;5668874.46
48549003;Georgewitz, B 19/07;Grundwasserbeobachtungsrohr;478847.1557;5662954.107;223.19;208.49;14.16;204.49;18.16;204.48;222.65;DHHN92;;;2007;;Seidenberger Muskovit-Biotit-Granodiorit (Unterkambrium) und Biotit-Granit-Monzogranit (Rumburk) (Kambroordovizium);;DESN_SP-1-2;Landkreis Görlitz;WS;J;ja;POINT (478848.159151813 5662953.85277522);478848.1592;5662953.853
48550002;Girbigsdorf;Grundwasserbeobachtungsrohr;494777.57;5668159.04;214.96;203;11;201;13;199.99;214;DHHN2016;2020;;2021;;Elster 2-Kaltzeit;N;DESN_SP-2-2;Landkreis Görlitz;WS;J;ja;POINT (494777.570000001 5668159.04032386);494777.57;5668159.04
48553013;Markersdorf;Schachtbrunnen;492412;5664104;248.06;;;;;243.21;247.66;DHHN2016;1970;;;;;;DESN_SP-2-2;Landkreis Görlitz;WS;J;ja;POINT (492412.000000001 5664104.00032268);492412;5664104
48553037;Königshain;Schachtbrunnen;491243;5670524;243.39;;;;;238.29;243.09;DHHN2016;1970;;;;Elster 2-Kaltzeit;;DESN_SP-2-2;Landkreis Görlitz;WS;J;ja;POINT (491243.000000001 5670524.00032455);491243;5670524
48553039;Holtendorf;Schachtbrunnen;493958;5666664;208.68;;;;;204.78;208.18;DHHN2016;1970;;;;Auebildungen;;DESN_SP-2-2;Landkreis Görlitz;WS;J;ja;POINT (493958 5666664.00032342);493958;5666664
48553041;Girbigsdorf;Schachtbrunnen;495421;5668373;206.11;;;;;200.11;206.01;DHHN2016;1970;;;;;;DESN_SP-2-2;Landkreis Görlitz;WS;N;nein;POINT (495421 5668373.00032392);495421;5668373
48553048;Görlitz;Schachtbrunnen;497928;5664115;205.66;;;;;193.98;205.38;DHHN2016;1970;;;;;;DESN_NE-2;Landkreis Görlitz;WS;N;nein;POINT (497928 5664115.00032268);497928;5664115
48555112;Görlitz,KE 05/00;Grundwasserbeobachtungsrohr;498727.1209;5667158.844;193.45;188.15;5.41;179.96;13.6;179.94;193.56;HN;2014;;2002;2007;;J;DESN_NE-2;Landkreis Görlitz;WS;N;nein;POINT (498728.209370975 5667158.63888904);498728.2094;5667158.639
4855B1253;Klein Neundorf, Bhrg. 1253;Grundwasserbeobachtungsrohr;495593.4683;5661848.762;255.9;239.3;15.7;237.3;17.7;237.3;255;NN;2006;;;;;;DESN_NE-2;Landkreis Görlitz;WS;J;ja;POINT (495594.54765964 5661848.5511886);495594.5477;5661848.551
4855B1592;Berzdorf,4388/986 1592;Grundwasserbeobachtungsrohr;498444.6171;5662631.338;187.25;160.9;25.5;156.9;29.5;153.9;186.4;HN;1996;;;;;;DESN_NE-2;Landkreis Görlitz;WS;J;ja;POINT (498445.713323578 5662631.11337663);498445.7133;5662631.113
4855B1593;Berzdorf,4388z/986 1593;Grundwasserbeobachtungsrohr;498444.7157;5662629.834;187.1;173.4;13;169.4;17;166.4;186.4;HN;1996;;;;;;DESN_NE-2;Landkreis Görlitz;WS;N;nein;POINT (498445.813270634 5662629.61397588);498445.8133;5662629.614
4855B1630;Berzdorf,4714/ - 1630;Grundwasserbeobachtungsrohr;498698.991;5660839.658;192.75;178;14;175;17;170;192;HN;1998;;;;;;DESN_NE-2;Landkreis Görlitz;WS;N;nein;POINT (498700.096046147 5660839.42828412);498700.096;5660839.428
4855B1631;Berzdorf,4730/ - 1631;Grundwasserbeobachtungsrohr;498740.7752;5660848.452;189;177.9;10;174.9;13;170.9;187.9;HN;1998;;;;;;DESN_NE-2;Landkreis Görlitz;WS;N;nein;POINT (498741.879399331 5660848.22440283);498741.8794;5660848.224
4855B1670;Berzdorf,4922/993 1670;Grundwasserbeobachtungsrohr;498435.6128;5661989.392;190.28;176.3;13;174.3;15;169.3;189.3;HN;1998;;;;;;DESN_NE-2;Landkreis Görlitz;WS;J;ja;POINT (498436.711384152 5661989.17038413);498436.7114;5661989.17
4855B1671;Berzdorf,4923/1990 1671;Grundwasserbeobachtungsrohr;498471.893;5661997.091;187.1;174;12;172;14;170;186;HN;1998;;;;;;DESN_NE-2;Landkreis Görlitz;WS;N;nein;POINT (498472.996928364 5661996.86699038);498472.9969;5661996.867
4855B2056;Berzdorf,5103/1990  2056;Grundwasserbeobachtungsrohr;498530.9766;5662751.381;189.6;175.5;13;173.5;15;170.5;188.5;HN;1996;;;;;;DESN_NE-2;Landkreis Görlitz;WS;N;nein;POINT (498532.079794645 5662751.16458204);498532.0798;5662751.165
49391880;Hemmendorf;Schachtbrunnen;312031.9335;5663760.35;157.12;;;;;152.41;156.26;DHHN92;1964;;;;;;DESN_SAL-GW-059;Landkreis Leipzig;WS;N;nein;POINT (312032.442346151 5663759.86820083);312032.4423;5663759.868
49410004;Frohburg, Streitwald;Grundwasserbeobachtungsrohr;330587.02;5657592.09;186.09;176.93;8.1;175.93;9.1;175.93;185.03;DHHN2016;2018;;2018;2020;Elster 1-Kaltzeit;N;DESN_SAL-GW-058;Landkreis Leipzig;WS;J;ja;POINT (330587.019917394 5657592.09031943);330587.0199;5657592.09
49410008;Rüdigsdorf, Kohren-Sahlis, Br.8;Bohrbrunnen;330203.8089;5653938.185;199.4;191.9;7.1;190.9;8.1;190.1;199;HN;;;2007;;Elster 1-Kaltzeit;;DESN_SAL-GW-056;Landkreis Leipzig;WS;J;ja;POINT (330204.372348316 5653937.68059749);330204.3723;5653937.681
49410630;Benndorf;Schachtbrunnen;327393.02;5660433.68;155.3;;;;;152.69;155.17;DHHN2016;1958;;;;;;DESN_SAL-GW-059;Landkreis Leipzig;WS;J;ja;POINT (327393.019905513 5660433.68032024);327393.0199;5660433.68
49410686;Dolsenhain;Schachtbrunnen;328591.57;5653945.321;201.29;;;;;192.64;201.09;HN;1922;;;;;;DESN_SAL-GW-056;Landkreis Leipzig;WS;J;ja;POINT (328592.127477726 5653944.8142025);328592.1275;5653944.814
49410738;Streitwald;Schachtbrunnen;329949.8679;5657812.654;174.34;;;;;167.68;174.16;HN;1923;;;;;;DESN_SAL-GW-058;Landkreis Leipzig;WS;J;ja;POINT (329950.433374638 5657812.17678844);329950.4334;5657812.177
49411142;Roda;Schachtbrunnen;333223.0604;5658039.304;221.55;;;;;212.3;220.95;NN;1929;;;;;;DESN_SAL-GW-058;Landkreis Leipzig;WS;N;nein;POINT (333223.63887737 5658038.83967681);333223.6389;5658038.84
49411254;Eschefeld;Schachtbrunnen;326137.7649;5656796.836;183.11;;;;;176.5;182.61;HN;1970;;;;Elster 1-Kaltzeit;;DEST_SAL-GW-057;Landkreis Leipzig;WS;N;nein;POINT (326138.314435258 5656796.33176282);326138.3144;5656796.332
49411591;Rüdigsdorf;Schachtbrunnen;331604.0793;5653562.901;213.45;;;;;202.3;213.06;HN;1958;;;;Tonschiefer, Sandstein, Arkose, Konglomerat (Unterrotliegend);;DESN_SAL-GW-056;Landkreis Leipzig;WS;N;nein;POINT (331604.65814385 5653562.39673795);331604.6581;5653562.397
49411995;Niederfrankenhain;Schachtbrunnen;334629.4951;5662358.89;190.85;;;;;184.18;190.54;HN;1958;;;;;;DESN_SAL-GW-058;Landkreis Leipzig;WS;N;nein;POINT (334630.064929876 5662358.45800393);334630.0649;5662358.458
49417009;Frohburg, OT Nenkersdorf, HyNkd2/94 (Br. 13);Bohrbrunnen;330396.8468;5662146.127;176.1;113.6;62;90.6;85;86.6;175.6;NN;;;2007;;Plattendolomit (Zechstein);;DESN_SAL-GW-059;Landkreis Leipzig;WS;J;ja;POINT (330397.410339298 5662145.67749326);330397.4103;5662145.677
4941B50831;Neukirchen BF 2/93, F1 5083;Grundwasserbeobachtungsrohr;326971.5636;5662795.111;166.51;152.3;14.3;145.3;21.3;144.3;166.6;DHHN92;2004;;;;;;DESN_SAL-GW-059;Landkreis Leipzig;WS;J;ja;POINT (326972.111922232 5662794.65901093);326972.1119;5662794.659
49420003;Lastau, QG;Quelle;346714.2602;5662496.779;251.2;;;;;;250;NN;;;2007;;Auebildungen;;DESN_ZM-2-1;Landkreis Leipzig;QS;J;ja;POINT (346714.867719967 5662496.36686053);346714.8677;5662496.367
49420004;Rochlitz, HWS, B1/2008;Grundwasserbeobachtungsrohr;345649.0054;5657648.908;164.87;156.97;8;154.97;10;153.92;164.97;HN;2015;;;;;J;DESN_ZM-2-1;Landkreis Mittelsachsen;WS;N;nein;POINT (345649.628488609 5657648.46479059);345649.6285;5657648.465
49420761;Beedeln, B 1/26;Schachtbrunnen;346850.5387;5653120.066;249.3;;;;;236.97;248.54;DHHN92;1925;;;;;;DESN_ZM-2-1;Landkreis Mittelsachsen;WS;N;nein;POINT (346851.169189572 5653119.6030614);346851.1692;5653119.603
49420840;Steudten;Schachtbrunnen;345477.7771;5655068.995;172.64;;;;;158.82;172.09;HN;1923;;;;;;DESN_ZM-2-1;Landkreis Mittelsachsen;WS;J;ja;POINT (345478.399609368 5655068.53474559);345478.3996;5655068.535
49420959;Weissbach;Schachtbrunnen;342309.0085;5660656.99;210.45;;;;;203.81;210.21;HN;1925;;;;rhyolitischer Ignimbrit (Unterrotliegend);;DESN_ZM-2-1;Landkreis Mittelsachsen;WS;J;ja;POINT (342309.596247305 5660656.55922247);342309.5962;5660656.559
49426601;Stollsdorf,HyRz 101/79;Grundwasserbeobachtungsrohr;341911.4769;5657109.766;215.59;208.6;6;206.6;8;206.6;214.6;NN;1982;2012;2001;;rhyolitischer Ignimbrit (Unterrotliegend);;DESN_ZM-2-1;Landkreis Mittelsachsen;WS;J;ja;POINT (341912.080654228 5657109.31241555);341912.0807;5657109.312
49426602;Stollsdorf, B 102/79;Grundwasserbeobachtungsrohr;341977.15;5657076.068;212.81;207.6;4;205.6;6;205.6;211.6;NN;1982;;;;;;DESN_ZM-2-1;Landkreis Mittelsachsen;WS;J;ja;POINT (341977.754390649 5657075.61415145);341977.7544;5657075.614
49426603;Königsfeld;Schachtbrunnen;342988.2965;5658832.117;221.4;;;;;196.53;221.33;DHHN92;1983;;;;;;DESN_ZM-2-1;Landkreis Mittelsachsen;WS;N;nein;POINT (342988.896665686 5658831.67880261);342988.8967;5658831.679
49426605;Schwarzbach,TB HySwhRz 501/89;Bohrbrunnen;344286.2604;5662659.851;191.04;164.6;26;157;33.6;130.6;190.6;NN;;;1990;;Rhyolith- und Andesittuff (Oberkarbon);;DESN_ZM-2-1;Landkreis Mittelsachsen;WS;J;ja;POINT (344286.849362761 5662659.43205924);344286.8494;5662659.432
4942W00020;Ceesewitz QG,ZWA, S 1932;Quelle;347780.3896;5659473.683;208.31;;;;;202.78;207.78;HN;;;1999;;Phyllit  inkl. Auenbach-Quarzit (Kambroordovizium);;DESN_ZM-2-1;Landkreis Mittelsachsen;QS;J;ja;POINT (347781.005233193 5659473.25155544);347781.0052;5659473.252
4942W0009;Narsdorf, WW Rathendorf Brunnen 2, Hy Ossa 102 A/91;Bohrbrunnen;337704.7439;5653378.419;244.7;210.7;34;182.7;62;180.7;244.7;NN;;;2006;;Sande (Thierbacher und Buchheimer Schichten / Brieske-Formation - Untermiozän bis Mitteleozän);;DESN_SAL-GW-056;Landkreis Leipzig;WS;J;ja;POINT (337705.357330833 5653377.93163303);337705.3573;5653377.932
49430001;Hartha,P2/94;Grundwasserbeobachtungsrohr;357839.27;5661113.66;280.04;271.55;8.11;269.55;10.11;268.55;279.66;DHHN2016;1995;;1996;;Tonschiefer, Phyllit, Quarzit/Quarzitschiefer (Ordovizium);J;DESN_FM-4-1;Landkreis Mittelsachsen;WS;J;ja;POINT (357839.269975634 5661113.66032086);357839.27;5661113.66
49430002;Zetteritz;Grundwasserbeobachtungsrohr;350224.05;5654127.43;276.8;261.73;14;258.73;17;257.72;275.73;DHHN2016;2021;;2020;;Granulit,  Pyroxengranulit (Granulit-Massiv), Unterkarbon;N;DESN_ZM-2-1;Landkreis Mittelsachsen;WS;J;ja;POINT (350224.049965241 5654127.43031869);350224.05;5654127.43
49430964;Arras;Schachtbrunnen;353116.5358;5658154.063;264.97;;;;;258.17;264.37;NN;1925;;;;;;DESN_ZM-2-1;Landkreis Mittelsachsen;WS;J;ja;POINT (353117.163878056 5658153.63441775);353117.1639;5658153.634
49436001;Obercrossen,Cro 1/99;Grundwasserbeobachtungsrohr;356280.1305;5654259.942;297.79;285.54;11.4;283.54;13.4;283.54;296.94;HN;1999;;2000;;Granulit,  Pyroxengranulit (Granulit-Massiv), Unterkarbon;J;DESN_ZM-2-1;Landkreis Mittelsachsen;WS;J;ja;POINT (356280.759945844 5654259.50135092);356280.7599;5654259.501
49440302;Waldheim, Hy1/30, Gebersbacher Str.;Bohrbrunnen;362799.4574;5659728.336;196.39;178.89;20.5;172.59;26.8;172.59;199.39;DHHN92;;;2007;;Granulit,  Pyroxengranulit (Granulit-Massiv), Unterkarbon;;DESN_FM-4-1;Landkreis Mittelsachsen;WS;J;ja;POINT (362800.094651825 5659727.93291441);362800.0947;5659727.933
49441688;Knobelsdorf;Schachtbrunnen;365922.9466;5661491.57;235.37;;;;;224.52;235.28;HN;1939;;;;;;DESN_FM-4-1;Landkreis Mittelsachsen;WS;J;ja;POINT (365923.592424989 5661491.18665159);365923.5924;5661491.187
49446002;Böhrigen, Bhrg. 2/96;Bohrbrunnen;370611.6706;5655666.958;219.25;180;39;139;80;138;219;HN;;;2006;;Granulit,  Pyroxengranulit (Granulit-Massiv), Unterkarbon;;DESN_FM-2-2;Landkreis Mittelsachsen;WS;J;ja;POINT (370612.351665789 5655666.56226354);370612.3517;5655666.562
49446003;Reichenbach, Brunnen 1;Schachtbrunnen;366149.5954;5656733.306;290.32;;;;;287.45;290;HN;;;2006;;Granulit,  Pyroxengranulit (Granulit-Massiv), Unterkarbon;;DESN_FM-4-1;Landkreis Mittelsachsen;WS;J;ja;POINT (366150.258147538 5656732.89902731);366150.2581;5656732.899
49451041;Siebenlehn;Schachtbrunnen;381025.3524;5654910.435;325.95;;;;;316.1;325.45;NN;1927;;;;;;DESN_FM-2-1;Landkreis Mittelsachsen;WS;J;ja;POINT (381026.02963813 5654910.05777725);381026.0296;5654910.058
49451474;Obergruna;Schachtbrunnen;380541.437;5652118.773;346.77;;;;;340.77;346.47;NN;1935;;;;;;DESN_FM-2-1;Landkreis Mittelsachsen;WS;J;ja;POINT (380542.114592423 5652118.36397919);380542.1146;5652118.364
49452003;Marbach, Q/1928;Quelle;375410.4329;5657337.747;267.53;;;;;;267.53;HN;1927;;1986;;Tonschiefer, Phyllit, Quarzit/Quarzitschiefer (Ordovizium);;DESN_FM-2-1;Landkreis Mittelsachsen;QS;J;ja;POINT (375411.105559603 5657337.36809734);375411.1056;5657337.368
4945O2004;Obergruna, Amtsmühle, Tiefe Hilfe Gottes Stollen, OBF31690;Stollen;382781.6753;5652579.029;246.32;;;;;;248.06;HN;;;1990;;Zweiglimmergneis, Zweiglimmerparagneis (Niederschlag-Gruppe / Neoproterozoikum);;DESN_FM-1;Landkreis Mittelsachsen;WS;J;ja;POINT (382782.373873615 5652578.62578274);382782.3739;5652578.626
4945W00006;Tiefenbach;Sickerleitungsquellen (Drainquellen);373175.6004;5654197.863;303.74;;;;;;303.2;HN;;;2000;;Glimmerschiefer (Kambrium);;DESN_FM-2-2;Landkreis Mittelsachsen;QS;J;ja;POINT (373176.27905722 5654197.4781931);373176.2791;5654197.478
49460001;Deutschenbora, HyDba 3A/1988;Grundwasserbeobachtungsrohr;384927.1615;5657673.722;242.43;231.2;10.5;227.2;14.5;225.7;241.7;NN;2008;;;;;;DESN_EL-1-10;Landkreis Meißen;WS;J;ja;POINT (384927.901553232 5657673.37688989);384927.9016;5657673.377
49460002;Drehfeld, HyFr 103E/89;Bohrbrunnen;384383.4552;5653405.058;255.4;233.2;21.6;213.06;41.74;174.8;254.8;NN;;;2010;;Zweiglimmergneis, Zweiglimmerparagneis (Preßnitz-Gruppe / Proterozoikum);;DESN_FM-1;Landkreis Mittelsachsen;WS;J;ja;POINT (384384.176022582 5653404.6678195);384384.176;5653404.668
49460003;Dittmannsdorf, HyDimFr 502/89;Bohrbrunnen;388148.197;5651638.623;323.3;288.93;34.07;261.23;61.77;243;323;NN;;;2010;;Zweiglimmergneis, Zweiglimmerparagneis (Preßnitz-Gruppe / Proterozoikum);;DESN_FM-1;Landkreis Mittelsachsen;WS;J;ja;POINT (388148.934443601 5651638.25261017);388148.9344;5651638.253
49460004;Schmiedewalde;Grundwasserbeobachtungsrohr;391339.2268;5658410.683;260.44;246.54;13.1;244.54;15.1;243.49;259.64;DHHN92;;;2015;;Elster 1-Kaltzeit;;DESN_EL-1-1-2;Landkreis Meißen;WS;J;ja;POINT (391339.96898427 5658410.33890144);391339.969;5658410.339
49461043;Wendischbora;Schachtbrunnen;383828.4177;5659807.413;249.56;;;;;243.36;249.11;HN;1928;;;;;;DESN_EL-2-4;Landkreis Meißen;WS;N;nein;POINT (383829.110364815 5659807.08081873);383829.1104;5659807.081
49461050;Deutschenbora;Schachtbrunnen;384327.6787;5657135.791;261.79;;;;;236.29;261.17;NN;1927;;;;;;DESN_EL-1-10;Landkreis Meißen;WS;J;ja;POINT (384328.397308381 5657135.44101312);384328.3973;5657135.441
49466802;Deutschenbora 1,Br 1/64 WF Deutschenb. (neuer Br);Schachtbrunnen;385050.573;5657746.228;235.33;;;;;229;234.7;HN;;;2005;;Elster 1-Kaltzeit;;DESN_EL-1-10;Landkreis Meißen;WS;J;ja;POINT (385051.314845864 5657745.88372128);385051.3148;5657745.884
49466803;Mergenthal, Br. 1/52, WF Deutschenb.-Mergenthal;Schachtbrunnen;386052.3;5658728.49;236.25;;;;;231.35;236;HN;;;2006;;Tonschiefer, Phyllit, Quarzit/Quarzitschiefer (Ordovizium);;DESN_EL-1-10;Landkreis Meißen;WS;J;ja;POINT (386052.299994816 5658728.49032059);386052.3;5658728.49
49470004;Wilsdruff;Grundwasserbeobachtungsrohr;398146.463;5657018.555;294.5;268.57;25;264.57;29;263.56;293.57;DHHN2016;2021;;2020;;Biotitgranite und Biotitgranodiorite;N;DESN_EL-1-1-2;Landkreis Sächsische Schweiz-Osterzgebirge;WS;J;ja;POINT (398146.462997637 5657018.55532023);398146.463;5657018.555
49470922;Röhrsdorf;Schachtbrunnen;396579;5661536;227.67;;;;;212.28;226.98;NN;1969;;;;;;DESN_EL-1-1-2;Landkreis Meißen;WS;J;ja;POINT (396578.999997354 5661536.00032153);396579;5661536
49471239;Kesselsdorf;Schachtbrunnen;401745;5654308;288.68;;;;;278.88;288.28;DHHN2016;1930;;;;;;DESN_EL-1-1-2;Landkreis Sächsische Schweiz-Osterzgebirge;WS;J;ja;POINT (401744.999998168 5654308.00031947);401745;5654308
49471607;Dresden, Stetzsch, Flensburger Str./ Buhnenstraße (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;406393.3385;5659445.161;110.3;;;;;;110.3;HN;2007;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (406394.122445725 5659444.86886164);406394.1224;5659444.869
49475880;Dresden, Niederwartha, Cossebaude Bad (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;403467.2183;5660885.51;105.18;94.18;11;92.18;13;91.18;105.18;HN;2006;;2018;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (403467.985225031 5660885.24685313);403467.9852;5660885.247
49475881;Dresden, Stetzsch, Dresdner Straße (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;405485.4993;5659953.711;109.41;96.57;13;95.57;14;95.57;109.57;HN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (405486.279923103 5659953.41292724);405486.2799;5659953.413
49475899;Cossbaude, Cossebaudaer Str.;Grundwasserbeobachtungsrohr;404316.1545;5660719.13;106.77;100.65;6.4;87.65;19.4;87.64;107.05;HN;2007;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (404316.93416481 5660718.86636845);404316.9342;5660718.866
49475900;Dresden, Gohlis, Grüner Weg (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;405379.7522;5660815.611;105.73;;;;;;105.88;HN;2006;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (405380.539401878 5660815.32892322);405380.5394;5660815.329
49476128;Sora, Br 1/91 WF Sora;Schachtbrunnen;394893.94;5659505.5;252.95;;;;;245.7;252.8;HN;;;2006;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Landkreis Meißen;WS;J;ja;POINT (394893.939997047 5659505.50032092);394893.94;5659505.5
49477179;Cossebaude, HWS Deich (LTV,  GWM 11);Grundwasserbeobachtungsrohr;404864.46;5661272.62;105.46;98.4;7.3;96.4;9.3;95.7;105.7;DHHN2016;2021;;;;;;DESN_EL-1-1-2;;WS;N;nein;POINT (404864.459998522 5661272.62032153);404864.46;5661272.62
49477181;Cossebaude, HWS Deich (LTV, GWM 13);Grundwasserbeobachtungsrohr;404215.66;5661024.31;106.48;98.95;7;96.95;9;95.9;105.95;DHHN2016;2021;;;;;;DESN_EL-1-1-2;;WS;N;nein;POINT (404215.659998453 5661024.31032145);404215.66;5661024.31
4947E6129;Röhrsdorf, B 4/2017;Grundwasserbeobachtungsrohr;396263.843;5661353.815;223.47;220.2;2.4;219.2;3.4;218.25;222.6;DHHN2016;2017;;2017;;Elster 2-Kaltzeit;;DESN_EL-1-1-2;Landkreis Meißen;WS;J;ja;POINT (396263.8429973 5661353.81532147);396263.843;5661353.815
49480029;Dresden-Südvorstadt, Hochschulstraße;Grundwasserbeobachtungsrohr;411083.55;5654184.22;123.5;100.4;23.2;98.4;25.2;97.39;123.6;DHHN2016;2022;;2022;;Elster 1-Kaltzeit;N;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (411083.549999088 5654184.22031951);411083.55;5654184.22
49480331_2;Dresden, Friedrichstadt, B29/95 uP;Messstellenbündel;409024.7842;5657192.727;113.13;97.87;15.7;95.87;17.7;95.87;113.57;?;2019;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (409025.580778179 5657192.40826609);409025.5808;5657192.408
49480644_2;Dresden-Neustadt, Zittauer Straße;Messstellenbündel;413772.89;5658162.618;118.65;108.55;10.11;102.35;16.31;94.96;118.66;DHHN2016;2019;;2007;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (413773.659000609 5658162.32057039);413773.659;5658162.321
494811976_3;Dresden, Postplatz, MK II, 11976 u;Grundwasserbeobachtungsrohr;410974.4798;5656457.325;109.98;98.42;11.7;96.42;13.7;96.41;110.12;DHHN92;2016;;;;;N;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (410975.264516731 5656457.02628794);410975.2645;5656457.026
49481603;Dresden, Friedrichstadt, Steyer-Stadion;Grundwasserbeobachtungsrohr;410791.9367;5657270.613;109.29;101.38;8;97.38;12;96.38;109.38;NN;2019;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (410792.724334973 5657270.3223659);410792.7243;5657270.322
49481604;Dresden, Friedrichstadt, Magdeburger Straße (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;410376.7215;5657334.971;109.1;;;;;;109.1;HN;2007;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (410377.511011961 5657334.68007331);410377.511;5657334.68
49481611;Dresden, Altkaditz (Betreiber: Stadtverwaltung Dresden);Schachtbrunnen;407012.0869;5659855.988;109.34;;;;;;109.51;HN;2007;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (407012.8782873 5659855.69932193);407012.8783;5659855.699
